student_id,week,week_ending,attendance_pct,vle_logins,vle_hours,materials_accessed
STU0147,12,2025-03-22,79.03,5,2.46,1
STU0148,1,2025-01-04,65.35,1,0.0,0
STU0148,2,2025-01-11,60.33,0,0.01,1
STU0148,3,2025-01-18,56.05,3,1.93,0
STU0148,4,2025-01-25,67.7,1,1.1,0
STU0148,5,2025-02-01,61.41,1,1.33,0
STU0148,6,2025-02-08,53.69,1,0.79,0
STU0148,7,2025-02-15,64.92,0,1.05,0
STU0148,8,2025-02-22,68.26,1,0.0,0
STU0148,9,2025-03-01,58.47,1,1.0,0
STU0148,10,2025-03-08,76.43,0,0.0,1
STU0148,11,2025-03-15,49.63,3,2.12,0
STU0148,12,2025-03-22,51.63,1,1.35,0
STU0149,1,2025-01-04,77.19,7,3.18,1
STU0149,2,2025-01-11,65.05,6,2.72,0
STU0149,3,2025-01-18,66.48,6,2.95,2
STU0149,4,2025-01-25,85.03,6,0.0,4
STU0149,5,2025-02-01,72.37,4,0.0,0
STU0149,6,2025-02-08,67.2,9,4.13,3
STU0149,7,2025-02-15,80.82,7,4.36,1
STU0149,8,2025-02-22,69.64,7,2.57,3
STU0149,9,2025-03-01,74.15,5,0.0,0
STU0149,10,2025-03-08,69.78,9,4.05,2
STU0149,11,2025-03-15,61.86,5,2.75,1
STU0149,12,2025-03-22,73.23,12,4.28,1
STU0150,1,2025-01-04,58.0,0,1.95,0
STU0150,2,2025-01-11,66.21,0,0.0,0
STU0150,3,2025-01-18,56.18,0,0.0,0
STU0150,4,2025-01-25,56.07,0,0.0,0
STU0150,5,2025-02-01,56.73,0,0.0,0
STU0150,6,2025-02-08,73.74,0,0.0,0
STU0150,7,2025-02-15,58.59,1,0.0,0
STU0150,8,2025-02-22,64.93,0,0.0,0
STU0150,9,2025-03-01,61.64,0,0.0,0
STU0150,10,2025-03-08,50.34,0,0.0,0
STU0150,11,2025-03-15,55.97,0,0.0,0
STU0150,12,2025-03-22,44.43,0,0.0,0
STU0151,1,2025-01-04,69.33,3,3.59,0
STU0151,2,2025-01-11,83.53,5,3.96,2
STU0151,3,2025-01-18,71.26,3,1.11,1
STU0151,4,2025-01-25,63.27,3,2.1,1
STU0151,5,2025-02-01,74.66,5,2.57,2
STU0151,6,2025-02-08,76.76,1,0.18,1
STU0151,7,2025-02-15,67.57,6,2.51,0
STU0151,8,2025-02-22,72.47,2,0.0,3
STU0151,9,2025-03-01,72.78,2,1.57,0
STU0151,10,2025-03-08,72.16,4,4.18,1
STU0151,11,2025-03-15,59.93,6,1.96,3
STU0151,12,2025-03-22,64.17,6,2.37,1
STU0152,1,2025-01-04,60.72,0,2.07,0
STU0152,2,2025-01-11,51.93,0,0.31,0
STU0152,3,2025-01-18,62.08,0,0.0,0
STU0152,4,2025-01-25,47.33,0,0.0,0
STU0152,5,2025-02-01,61.6,0,1.1,1
STU0152,6,2025-02-08,68.03,0,1.48,1
STU0152,7,2025-02-15,61.01,0,0.0,0
STU0152,8,2025-02-22,45.44,0,0.03,0
STU0152,9,2025-03-01,40.76,0,0.71,1
STU0152,10,2025-03-08,43.2,1,0.0,1
STU0152,11,2025-03-15,57.85,0,0.0,0
STU0152,12,2025-03-22,60.68,1,0.0,0
STU0153,1,2025-01-04,94.17,4,2.25,3
STU0153,2,2025-01-11,81.0,2,0.57,3
STU0153,3,2025-01-18,85.93,4,3.94,2
STU0153,4,2025-01-25,86.77,11,5.67,1
STU0153,5,2025-02-01,87.88,8,3.21,0
STU0153,6,2025-02-08,74.68,6,4.0,4
STU0153,7,2025-02-15,96.88,9,6.64,5
STU0153,8,2025-02-22,76.66,11,4.36,3
STU0153,9,2025-03-01,72.65,5,2.34,3
STU0153,10,2025-03-08,75.25,4,2.99,3
STU0153,11,2025-03-15,83.69,7,5.85,2
STU0153,12,2025-03-22,84.31,6,3.16,3
STU0154,1,2025-01-04,36.22,0,0.0,1
STU0154,2,2025-01-11,53.99,0,1.6,0
STU0154,3,2025-01-18,48.71,0,0.0,0
STU0154,4,2025-01-25,56.43,0,0.71,0
STU0154,5,2025-02-01,57.34,0,0.8,1
STU0154,6,2025-02-08,70.58,2,2.32,0
STU0154,7,2025-02-15,56.78,0,0.0,0
STU0154,8,2025-02-22,62.29,3,2.61,0
STU0154,9,2025-03-01,54.23,2,0.0,1
STU0154,10,2025-03-08,60.56,2,0.72,1
STU0154,11,2025-03-15,67.65,4,1.63,2
STU0154,12,2025-03-22,73.12,1,1.64,0
STU0155,1,2025-01-04,67.76,1,0.0,1
STU0155,2,2025-01-11,73.7,2,0.0,0
STU0155,3,2025-01-18,65.26,3,1.03,3
STU0155,4,2025-01-25,69.54,1,0.1,0
STU0155,5,2025-02-01,63.01,3,0.0,0
STU0155,6,2025-02-08,66.12,4,1.31,1
STU0155,7,2025-02-15,71.01,1,0.0,0
STU0155,8,2025-02-22,66.21,3,0.99,1
STU0155,9,2025-03-01,73.16,3,0.0,0
STU0155,10,2025-03-08,73.73,5,1.81,1
STU0155,11,2025-03-15,72.04,6,2.0,2
STU0155,12,2025-03-22,68.75,4,2.08,0
STU0156,1,2025-01-04,82.76,6,4.25,3
STU0156,2,2025-01-11,100.0,5,1.03,1
STU0156,3,2025-01-18,90.58,14,4.24,3
STU0156,4,2025-01-25,83.33,8,6.52,6
STU0156,5,2025-02-01,91.8,8,6.71,5
STU0156,6,2025-02-08,95.21,6,4.98,4
STU0156,7,2025-02-15,78.8,7,3.8,1
STU0156,8,2025-02-22,85.04,10,7.66,3
STU0156,9,2025-03-01,90.82,9,5.48,1
STU0156,10,2025-03-08,90.25,10,2.89,1
STU0156,11,2025-03-15,100.0,14,8.06,2
STU0156,12,2025-03-22,92.75,8,4.38,3
STU0157,1,2025-01-04,61.69,5,1.5,0
STU0157,2,2025-01-11,67.17,5,3.45,2
STU0157,3,2025-01-18,75.32,4,1.26,2
STU0157,4,2025-01-25,69.35,5,2.7,1
STU0157,5,2025-02-01,76.83,5,1.91,0
STU0157,6,2025-02-08,72.98,5,2.64,2
STU0157,7,2025-02-15,72.42,4,4.01,1
STU0157,8,2025-02-22,83.03,6,4.97,2
STU0157,9,2025-03-01,86.61,7,6.12,0
STU0157,10,2025-03-08,83.52,8,6.67,1
STU0157,11,2025-03-15,84.74,4,2.95,3
STU0157,12,2025-03-22,89.63,9,5.4,1
STU0158,1,2025-01-04,45.31,1,0.89,0
STU0158,2,2025-01-11,59.21,0,0.87,0
STU0158,3,2025-01-18,64.4,0,0.65,0
STU0158,4,2025-01-25,64.96,0,0.0,0
STU0158,5,2025-02-01,59.19,0,0.04,0
STU0158,6,2025-02-08,55.78,0,3.33,0
STU0158,7,2025-02-15,77.27,0,0.17,0
STU0158,8,2025-02-22,41.73,0,0.0,0
STU0158,9,2025-03-01,58.0,0,1.94,0
STU0158,10,2025-03-08,51.15,0,0.0,0
STU0158,11,2025-03-15,67.24,0,0.57,0
STU0158,12,2025-03-22,67.09,0,0.0,1
STU0159,1,2025-01-04,69.52,0,0.23,0
STU0159,2,2025-01-11,62.56,0,0.27,0
STU0159,3,2025-01-18,64.86,3,1.99,1
STU0159,4,2025-01-25,69.11,1,3.06,1
STU0159,5,2025-02-01,60.39,1,0.72,0
STU0159,6,2025-02-08,63.12,2,2.0,0
STU0159,7,2025-02-15,75.06,3,2.32,0
STU0159,8,2025-02-22,63.87,2,0.0,2
STU0159,9,2025-03-01,75.96,1,2.4,1
STU0159,10,2025-03-08,68.28,4,0.0,0
STU0159,11,2025-03-15,66.11,6,2.73,1
STU0159,12,2025-03-22,83.43,4,2.82,1
STU0160,1,2025-01-04,67.63,3,0.0,0
STU0160,2,2025-01-11,77.05,2,0.0,0
STU0160,3,2025-01-18,66.94,4,2.38,2
STU0160,4,2025-01-25,63.94,3,3.25,1
STU0160,5,2025-02-01,60.61,2,0.0,0
STU0160,6,2025-02-08,64.52,2,0.0,1
STU0160,7,2025-02-15,74.76,4,1.15,1
STU0160,8,2025-02-22,66.02,4,1.52,1
STU0160,9,2025-03-01,65.2,4,0.0,0
STU0160,10,2025-03-08,68.95,2,0.0,0
STU0160,11,2025-03-15,72.33,3,0.0,2
STU0160,12,2025-03-22,72.65,3,1.62,1
STU0161,1,2025-01-04,69.56,3,2.14,1
STU0161,2,2025-01-11,52.42,1,0.3,0
STU0161,3,2025-01-18,60.15,1,0.0,2
STU0161,4,2025-01-25,66.23,1,0.0,1
STU0161,5,2025-02-01,67.74,1,0.49,0
STU0161,6,2025-02-08,61.11,1,1.51,1
STU0161,7,2025-02-15,65.46,1,0.77,1
STU0161,8,2025-02-22,67.83,5,1.59,1
STU0161,9,2025-03-01,62.64,1,0.0,0
STU0161,10,2025-03-08,51.89,7,5.0,0
STU0161,11,2025-03-15,54.17,2,2.09,1
STU0161,12,2025-03-22,61.42,1,2.3,0
STU0162,1,2025-01-04,72.63,1,0.0,0
STU0162,2,2025-01-11,66.82,1,1.02,1
STU0162,3,2025-01-18,69.4,2,0.45,0
STU0162,4,2025-01-25,68.53,5,5.59,1
STU0162,5,2025-02-01,61.36,1,1.16,0
STU0162,6,2025-02-08,65.5,4,0.02,0
STU0162,7,2025-02-15,76.43,2,1.04,1
STU0162,8,2025-02-22,58.31,2,3.55,0
STU0162,9,2025-03-01,71.2,4,3.11,2
STU0162,10,2025-03-08,81.19,3,4.62,0
STU0162,11,2025-03-15,73.05,5,5.51,0
STU0162,12,2025-03-22,79.93,2,1.92,3
STU0163,1,2025-01-04,86.59,9,5.44,3
STU0163,2,2025-01-11,84.71,5,2.63,2
STU0163,3,2025-01-18,92.75,6,6.07,1
STU0163,4,2025-01-25,93.58,4,0.49,1
STU0163,5,2025-02-01,75.69,9,4.32,1
STU0163,6,2025-02-08,64.63,3,0.0,1
STU0163,7,2025-02-15,76.47,5,3.45,1
STU0163,8,2025-02-22,85.13,2,1.75,4
STU0163,9,2025-03-01,73.89,4,1.99,0
STU0163,10,2025-03-08,61.98,4,2.19,1
STU0163,11,2025-03-15,65.65,3,0.92,0
STU0163,12,2025-03-22,58.01,0,0.0,0
STU0164,1,2025-01-04,54.69,4,2.54,0
STU0164,2,2025-01-11,61.85,4,4.85,1
STU0164,3,2025-01-18,73.84,3,3.96,2
STU0164,4,2025-01-25,84.01,5,2.76,1
STU0164,5,2025-02-01,75.13,4,2.95,0
STU0164,6,2025-02-08,62.81,3,0.6,0
STU0164,7,2025-02-15,60.45,5,3.75,0
STU0164,8,2025-02-22,68.12,1,0.0,3
STU0164,9,2025-03-01,66.31,3,0.27,0
STU0164,10,2025-03-08,57.61,1,0.0,1
STU0164,11,2025-03-15,73.23,1,2.94,1
STU0164,12,2025-03-22,57.63,0,0.68,1
STU0165,1,2025-01-04,73.43,2,0.0,0
STU0165,2,2025-01-11,69.17,5,3.38,0
STU0165,3,2025-01-18,82.74,3,0.0,2
STU0165,4,2025-01-25,76.38,1,0.0,0
STU0165,5,2025-02-01,87.57,3,0.31,2
STU0165,6,2025-02-08,65.01,3,0.0,3
STU0165,7,2025-02-15,75.01,11,3.68,3
STU0165,8,2025-02-22,76.13,3,2.42,0
STU0165,9,2025-03-01,88.32,11,6.05,6
STU0165,10,2025-03-08,72.3,2,0.26,2
STU0165,11,2025-03-15,90.62,10,3.7,4
STU0165,12,2025-03-22,70.26,6,6.0,4
STU0166,1,2025-01-04,68.15,0,0.0,0
STU0166,2,2025-01-11,61.53,0,0.0,1
STU0166,3,2025-01-18,56.86,0,0.0,0
STU0166,4,2025-01-25,45.57,0,0.0,0
STU0166,5,2025-02-01,56.96,0,0.0,1
STU0166,6,2025-02-08,53.32,0,0.0,1
STU0166,7,2025-02-15,52.92,0,0.0,0
STU0166,8,2025-02-22,43.94,0,0.0,0
STU0166,9,2025-03-01,63.4,2,0.0,0
STU0166,10,2025-03-08,75.26,1,0.0,1
STU0166,11,2025-03-15,56.67,3,0.16,0
STU0166,12,2025-03-22,73.52,6,1.64,0
STU0167,1,2025-01-04,73.71,3,1.87,2
STU0167,2,2025-01-11,62.84,4,2.36,2
STU0167,3,2025-01-18,72.2,5,2.0,3
STU0167,4,2025-01-25,61.62,5,2.12,1
STU0167,5,2025-02-01,75.96,3,3.71,3
STU0167,6,2025-02-08,70.45,7,4.01,1
STU0167,7,2025-02-15,62.25,3,1.47,0
STU0167,8,2025-02-22,73.35,1,0.78,1
STU0167,9,2025-03-01,76.27,2,1.56,0
STU0167,10,2025-03-08,77.36,7,6.33,0
STU0167,11,2025-03-15,95.19,5,3.75,1
STU0167,12,2025-03-22,75.28,2,1.03,0
STU0168,1,2025-01-04,68.04,0,0.0,0
STU0168,2,2025-01-11,59.52,2,0.0,0
STU0168,3,2025-01-18,53.65,1,0.0,1
STU0168,4,2025-01-25,60.43,0,2.04,0
STU0168,5,2025-02-01,51.33,0,0.54,0
STU0168,6,2025-02-08,55.67,0,0.0,1
STU0168,7,2025-02-15,64.17,0,0.0,0
STU0168,8,2025-02-22,59.5,0,3.18,0
STU0168,9,2025-03-01,47.06,0,0.0,0
STU0168,10,2025-03-08,38.03,1,1.12,0
STU0168,11,2025-03-15,63.27,0,2.25,0
STU0168,12,2025-03-22,47.89,0,0.0,0
STU0169,1,2025-01-04,84.26,5,2.3,3
STU0169,2,2025-01-11,80.69,7,3.82,1
STU0169,3,2025-01-18,69.86,8,3.5,3
STU0169,4,2025-01-25,75.0,2,3.41,2
STU0169,5,2025-02-01,72.64,4,3.34,1
STU0169,6,2025-02-08,72.74,4,1.75,2
STU0169,7,2025-02-15,80.21,2,0.59,1
STU0169,8,2025-02-22,76.14,2,2.86,2
STU0169,9,2025-03-01,80.75,8,3.25,0
STU0169,10,2025-03-08,77.54,6,2.13,0
STU0169,11,2025-03-15,65.52,2,2.21,3
STU0169,12,2025-03-22,82.29,8,4.79,2
STU0170,1,2025-01-04,81.79,6,1.73,1
STU0170,2,2025-01-11,74.77,7,3.23,3
STU0170,3,2025-01-18,83.94,6,3.65,0
STU0170,4,2025-01-25,76.47,4,2.39,3
STU0170,5,2025-02-01,78.87,4,6.16,1
STU0170,6,2025-02-08,92.45,5,4.34,0
STU0170,7,2025-02-15,86.91,6,5.03,3
STU0170,8,2025-02-22,69.1,2,0.64,2
STU0170,9,2025-03-01,85.28,6,4.77,5
STU0170,10,2025-03-08,68.09,5,3.71,4
STU0170,11,2025-03-15,84.28,8,3.3,1
STU0170,12,2025-03-22,77.22,5,2.61,0
STU0171,1,2025-01-04,85.66,5,5.21,2
STU0171,2,2025-01-11,90.96,7,4.61,5
STU0171,3,2025-01-18,88.96,11,5.76,1
STU0171,4,2025-01-25,68.7,5,6.77,4
STU0171,5,2025-02-01,94.61,10,6.65,2
STU0171,6,2025-02-08,70.02,7,4.41,2
STU0171,7,2025-02-15,84.2,11,9.89,6
STU0171,8,2025-02-22,88.97,8,4.99,1
STU0171,9,2025-03-01,90.65,5,3.36,6
STU0171,10,2025-03-08,78.69,4,1.75,2
STU0171,11,2025-03-15,84.7,10,6.85,3
STU0171,12,2025-03-22,64.92,4,3.6,1
STU0172,1,2025-01-04,88.3,7,6.02,3
STU0172,2,2025-01-11,95.87,5,2.11,7
STU0172,3,2025-01-18,89.74,11,10.25,4
STU0172,4,2025-01-25,75.52,19,11.22,2
STU0172,5,2025-02-01,89.06,7,5.94,3
STU0172,6,2025-02-08,79.35,8,5.78,1
STU0172,7,2025-02-15,87.08,7,4.83,1
STU0172,8,2025-02-22,81.77,9,4.85,1
STU0172,9,2025-03-01,88.72,2,0.0,1
STU0172,10,2025-03-08,92.67,4,3.0,2
STU0172,11,2025-03-15,73.41,12,9.36,4
STU0172,12,2025-03-22,87.94,6,2.55,1
STU0173,1,2025-01-04,88.62,6,1.38,1
STU0173,2,2025-01-11,72.54,3,1.51,2
STU0173,3,2025-01-18,85.8,8,6.48,2
STU0173,4,2025-01-25,82.52,6,4.46,4
STU0173,5,2025-02-01,81.24,15,8.93,2
STU0173,6,2025-02-08,81.35,4,0.63,4
STU0173,7,2025-02-15,86.41,9,5.66,3
STU0173,8,2025-02-22,80.96,2,1.15,0
STU0173,9,2025-03-01,76.52,9,6.5,3
STU0173,10,2025-03-08,77.3,4,2.16,5
STU0173,11,2025-03-15,69.57,9,7.39,0
STU0173,12,2025-03-22,75.45,8,4.57,3
STU0174,1,2025-01-04,75.17,4,6.08,2
STU0174,2,2025-01-11,69.07,4,2.05,2
STU0174,3,2025-01-18,83.62,5,1.85,2
STU0174,4,2025-01-25,88.16,2,2.09,2
STU0174,5,2025-02-01,77.85,9,1.96,4
STU0174,6,2025-02-08,83.05,3,5.75,2
STU0174,7,2025-02-15,86.35,7,2.55,6
STU0174,8,2025-02-22,80.8,11,8.9,2
STU0174,9,2025-03-01,80.57,3,1.11,2
STU0174,10,2025-03-08,80.89,11,5.47,1
STU0174,11,2025-03-15,90.6,7,4.97,6
STU0174,12,2025-03-22,80.53,9,4.88,4
STU0175,1,2025-01-04,80.63,7,3.36,1
STU0175,2,2025-01-11,78.91,7,1.55,0
STU0175,3,2025-01-18,83.96,9,3.94,1
STU0175,4,2025-01-25,64.81,12,8.01,3
STU0175,5,2025-02-01,76.91,4,0.0,0
STU0175,6,2025-02-08,79.34,9,3.51,1
STU0175,7,2025-02-15,77.7,2,0.53,0
STU0175,8,2025-02-22,79.21,2,1.47,3
STU0175,9,2025-03-01,75.99,8,2.35,3
STU0175,10,2025-03-08,65.51,2,0.0,2
STU0175,11,2025-03-15,69.29,6,4.04,2
STU0175,12,2025-03-22,76.56,4,0.0,2
STU0176,1,2025-01-04,57.28,2,1.48,0
STU0176,2,2025-01-11,71.84,2,1.13,1
STU0176,3,2025-01-18,77.08,3,1.29,0
STU0176,4,2025-01-25,71.84,0,0.0,0
STU0176,5,2025-02-01,73.03,3,1.76,2
STU0176,6,2025-02-08,68.67,1,0.0,0
STU0176,7,2025-02-15,66.57,4,0.79,3
STU0176,8,2025-02-22,72.39,6,4.56,1
STU0176,9,2025-03-01,79.94,7,2.07,1
STU0176,10,2025-03-08,74.1,5,2.91,0
STU0176,11,2025-03-15,77.33,7,3.47,1
STU0176,12,2025-03-22,78.76,6,3.12,4
STU0177,1,2025-01-04,74.08,7,4.81,0
STU0177,2,2025-01-11,78.29,6,2.43,2
STU0177,3,2025-01-18,95.92,11,7.02,1
STU0177,4,2025-01-25,86.73,3,2.36,1
STU0177,5,2025-02-01,79.26,6,0.0,0
STU0177,6,2025-02-08,87.96,7,1.24,0
STU0177,7,2025-02-15,97.12,6,1.2,2
STU0177,8,2025-02-22,75.03,15,7.85,1
STU0177,9,2025-03-01,72.36,2,0.0,1
STU0177,10,2025-03-08,82.49,7,4.51,1
STU0177,11,2025-03-15,75.16,0,0.0,3
STU0177,12,2025-03-22,70.88,14,3.13,4
STU0178,1,2025-01-04,79.25,1,0.26,0
STU0178,2,2025-01-11,59.56,0,0.0,0
STU0178,3,2025-01-18,59.24,1,1.73,0
STU0178,4,2025-01-25,66.64,1,2.43,0
STU0178,5,2025-02-01,55.05,1,0.13,1
STU0178,6,2025-02-08,55.96,1,0.13,0
STU0178,7,2025-02-15,72.02,3,1.73,0
STU0178,8,2025-02-22,66.35,3,2.47,0
STU0178,9,2025-03-01,74.97,6,2.93,1
STU0178,10,2025-03-08,59.82,2,1.13,0
STU0178,11,2025-03-15,57.08,6,4.36,0
STU0178,12,2025-03-22,69.43,7,1.39,0
STU0179,1,2025-01-04,70.18,1,0.24,2
STU0179,2,2025-01-11,90.69,4,3.95,2
STU0179,3,2025-01-18,86.51,8,2.27,1
STU0179,4,2025-01-25,65.85,4,2.94,1
STU0179,5,2025-02-01,75.5,6,4.03,2
STU0179,6,2025-02-08,72.11,6,6.23,5
STU0179,7,2025-02-15,71.46,4,2.77,0
STU0179,8,2025-02-22,66.68,5,0.0,2
STU0179,9,2025-03-01,60.2,1,0.84,0
STU0179,10,2025-03-08,69.08,4,2.94,1
STU0179,11,2025-03-15,63.84,4,1.92,0
STU0179,12,2025-03-22,75.42,8,4.53,0
STU0180,1,2025-01-04,87.16,13,5.55,2
STU0180,2,2025-01-11,99.98,13,6.59,2
STU0180,3,2025-01-18,87.7,15,6.04,1
STU0180,4,2025-01-25,92.33,9,4.78,3
STU0180,5,2025-02-01,91.44,11,3.83,2
STU0180,6,2025-02-08,95.58,8,2.22,4
STU0180,7,2025-02-15,91.78,5,1.77,1
STU0180,8,2025-02-22,81.93,5,1.8,2
STU0180,9,2025-03-01,100.0,9,3.94,1
STU0180,10,2025-03-08,80.33,8,2.87,3
STU0180,11,2025-03-15,81.64,5,2.56,7
STU0180,12,2025-03-22,100.0,10,4.29,1
STU0181,1,2025-01-04,60.41,0,3.29,0
STU0181,2,2025-01-11,60.81,3,2.99,1
STU0181,3,2025-01-18,62.5,2,2.59,0
STU0181,4,2025-01-25,67.1,2,1.66,1
STU0181,5,2025-02-01,71.58,1,2.03,0
STU0181,6,2025-02-08,65.91,2,0.0,0
STU0181,7,2025-02-15,71.0,2,2.63,1
STU0181,8,2025-02-22,66.12,3,0.0,1
STU0181,9,2025-03-01,77.16,3,2.75,0
STU0181,10,2025-03-08,53.07,3,2.97,1
STU0181,11,2025-03-15,76.08,0,0.0,0
STU0181,12,2025-03-22,63.89,1,0.28,2
STU0182,1,2025-01-04,98.53,19,9.79,2
STU0182,2,2025-01-11,70.06,9,5.43,3
STU0182,3,2025-01-18,94.16,2,0.0,6
STU0182,4,2025-01-25,71.93,11,5.81,2
STU0182,5,2025-02-01,82.76,3,1.54,3
STU0182,6,2025-02-08,90.91,8,1.6,2
STU0182,7,2025-02-15,79.47,11,5.26,2
STU0182,8,2025-02-22,85.79,8,3.57,1
STU0182,9,2025-03-01,87.31,13,9.36,1
STU0182,10,2025-03-08,87.96,8,3.41,1
STU0182,11,2025-03-15,92.83,7,0.05,4
STU0182,12,2025-03-22,88.14,9,1.97,2
STU0183,1,2025-01-04,58.21,1,0.05,0
STU0183,2,2025-01-11,62.47,2,0.85,0
STU0183,3,2025-01-18,73.32,0,0.0,0
STU0183,4,2025-01-25,51.28,0,0.61,0
STU0183,5,2025-02-01,57.35,0,0.35,1
STU0183,6,2025-02-08,59.92,0,1.64,1
STU0183,7,2025-02-15,57.63,0,3.95,0
STU0183,8,2025-02-22,53.93,1,1.9,0
STU0183,9,2025-03-01,53.5,0,1.7,0
STU0183,10,2025-03-08,49.15,0,0.0,0
STU0183,11,2025-03-15,56.09,0,0.0,0
STU0183,12,2025-03-22,44.86,0,0.0,0
STU0184,1,2025-01-04,45.85,2,1.91,1
STU0184,2,2025-01-11,59.81,0,0.61,2
STU0184,3,2025-01-18,70.87,0,0.0,0
STU0184,4,2025-01-25,49.88,1,0.0,0
STU0184,5,2025-02-01,52.37,0,0.0,0
STU0184,6,2025-02-08,56.44,1,0.0,0
STU0184,7,2025-02-15,51.94,0,0.0,0
STU0184,8,2025-02-22,48.53,0,0.0,0
STU0184,9,2025-03-01,56.45,0,0.0,1
STU0184,10,2025-03-08,53.8,2,0.0,0
STU0184,11,2025-03-15,73.55,2,0.77,0
STU0184,12,2025-03-22,58.66,1,0.0,1
STU0185,1,2025-01-04,62.85,2,0.0,1
STU0185,2,2025-01-11,77.68,5,1.9,0
STU0185,3,2025-01-18,44.76,2,1.53,2
STU0185,4,2025-01-25,63.85,5,6.31,1
STU0185,5,2025-02-01,85.01,2,2.11,0
STU0185,6,2025-02-08,69.62,4,1.87,2
STU0185,7,2025-02-15,79.35,0,0.0,1
STU0185,8,2025-02-22,72.3,2,2.39,1
STU0185,9,2025-03-01,87.19,2,3.94,2
STU0185,10,2025-03-08,63.91,3,1.17,1
STU0185,11,2025-03-15,74.5,2,0.85,1
STU0185,12,2025-03-22,70.96,6,3.31,3
STU0186,1,2025-01-04,23.81,0,0.63,0
STU0186,2,2025-01-11,33.69,0,0.23,0
STU0186,3,2025-01-18,26.14,1,0.0,0
STU0186,4,2025-01-25,26.28,0,0.33,0
STU0186,5,2025-02-01,35.87,0,1.19,0
STU0186,6,2025-02-08,36.97,0,1.01,0
STU0186,7,2025-02-15,34.33,0,0.0,1
STU0186,8,2025-02-22,44.96,0,0.0,0
STU0186,9,2025-03-01,23.23,0,1.92,0
STU0186,10,2025-03-08,43.11,1,1.46,0
STU0186,11,2025-03-15,54.23,0,0.0,0
STU0186,12,2025-03-22,37.81,0,0.77,1
STU0187,1,2025-01-04,52.81,0,0.0,0
STU0187,2,2025-01-11,54.98,0,0.0,0
STU0187,3,2025-01-18,67.58,0,0.0,0
STU0187,4,2025-01-25,39.16,0,0.0,0
STU0187,5,2025-02-01,46.44,1,0.15,0
STU0187,6,2025-02-08,42.21,0,0.0,0
STU0187,7,2025-02-15,43.92,0,0.0,0
STU0187,8,2025-02-22,56.8,0,0.0,0
STU0187,9,2025-03-01,56.89,0,0.0,1
STU0187,10,2025-03-08,56.5,0,0.0,0
STU0187,11,2025-03-15,54.04,1,0.0,0
STU0187,12,2025-03-22,47.92,1,0.0,0
STU0188,1,2025-01-04,83.04,9,6.04,4
STU0188,2,2025-01-11,75.03,3,0.0,3
STU0188,3,2025-01-18,69.06,10,5.21,3
STU0188,4,2025-01-25,83.21,6,4.12,3
STU0188,5,2025-02-01,79.77,6,1.79,0
STU0188,6,2025-02-08,79.66,8,2.93,2
STU0188,7,2025-02-15,82.03,8,4.62,2
STU0188,8,2025-02-22,69.16,8,0.32,1
STU0188,9,2025-03-01,77.77,8,2.34,0
STU0188,10,2025-03-08,75.49,8,2.44,3
STU0188,11,2025-03-15,81.69,9,3.55,0
STU0188,12,2025-03-22,80.25,7,2.46,0
STU0189,1,2025-01-04,86.14,9,6.44,4
STU0189,2,2025-01-11,85.97,10,7.29,2
STU0189,3,2025-01-18,88.85,10,6.96,4
STU0189,4,2025-01-25,100.0,8,3.7,3
STU0189,5,2025-02-01,73.41,10,5.75,1
STU0189,6,2025-02-08,77.89,5,5.17,1
STU0189,7,2025-02-15,88.6,9,6.69,7
STU0189,8,2025-02-22,83.91,6,3.44,7
STU0189,9,2025-03-01,83.74,8,4.45,2
STU0189,10,2025-03-08,74.01,8,7.3,1
STU0189,11,2025-03-15,86.76,8,4.8,2
STU0189,12,2025-03-22,88.61,6,4.58,0
STU0190,1,2025-01-04,81.25,8,4.21,2
STU0190,2,2025-01-11,85.61,6,1.9,2
STU0190,3,2025-01-18,71.78,3,0.0,1
STU0190,4,2025-01-25,80.04,6,3.78,2
STU0190,5,2025-02-01,87.18,6,2.79,1
STU0190,6,2025-02-08,71.64,7,4.95,1
STU0190,7,2025-02-15,72.5,6,1.3,1
STU0190,8,2025-02-22,74.71,3,1.03,2
STU0190,9,2025-03-01,73.74,4,2.96,0
STU0190,10,2025-03-08,68.73,6,2.73,3
STU0190,11,2025-03-15,69.63,7,3.74,1
STU0190,12,2025-03-22,78.2,7,4.59,2
STU0191,1,2025-01-04,84.13,8,4.67,1
STU0191,2,2025-01-11,82.98,4,2.97,6
STU0191,3,2025-01-18,81.76,10,1.74,2
STU0191,4,2025-01-25,88.05,3,2.27,3
STU0191,5,2025-02-01,88.68,8,4.71,4
STU0191,6,2025-02-08,95.22,11,5.76,3
STU0191,7,2025-02-15,91.17,11,7.31,6
STU0191,8,2025-02-22,85.59,13,9.65,1
STU0191,9,2025-03-01,98.17,9,3.56,3
STU0191,10,2025-03-08,95.0,16,10.27,3
STU0191,11,2025-03-15,95.34,13,6.89,6
STU0191,12,2025-03-22,91.42,12,6.74,2
STU0192,1,2025-01-04,67.15,6,1.94,1
STU0192,2,2025-01-11,78.22,4,6.14,2
STU0192,3,2025-01-18,78.38,5,0.82,2
STU0192,4,2025-01-25,82.68,3,3.18,2
STU0192,5,2025-02-01,69.51,5,4.98,1
STU0192,6,2025-02-08,68.41,4,3.03,2
STU0192,7,2025-02-15,59.52,6,2.7,1
STU0192,8,2025-02-22,84.48,5,1.35,1
