student_id,target,rank,feature,shap_value,direction
STU0364,withdrew,5,VLE login volatility,-0.0236,-
STU0365,withdrew,1,Lecture materials accessed (last 4w),-0.0756,-
STU0365,withdrew,2,Recent attendance (4-week avg),-0.0603,-
STU0365,withdrew,3,Past interventions received,-0.0383,-
STU0365,withdrew,4,Most recent assessment grade,-0.0284,-
STU0365,withdrew,5,Weeks with no VLE activity,-0.0223,-
STU0366,withdrew,1,Lecture materials accessed (last 4w),0.0582,+
STU0366,withdrew,2,Recent attendance (4-week avg),0.0576,+
STU0366,withdrew,3,Past interventions received,0.038,+
STU0366,withdrew,4,Most recent assessment grade,-0.0355,-
STU0366,withdrew,5,VLE logins last week,0.0335,+
STU0367,withdrew,1,Lecture materials accessed (last 4w),-0.0673,-
STU0367,withdrew,2,Recent attendance (4-week avg),-0.0533,-
STU0367,withdrew,3,VLE logins last week,-0.0445,-
STU0367,withdrew,4,Most recent assessment grade,-0.0283,-
STU0367,withdrew,5,Unexcused absences (12-week count),-0.0266,-
STU0368,withdrew,1,Lecture materials accessed (last 4w),-0.0779,-
STU0368,withdrew,2,Recent attendance (4-week avg),-0.0445,-
STU0368,withdrew,3,Most recent assessment grade,-0.0264,-
STU0368,withdrew,4,VLE login volatility,-0.0254,-
STU0368,withdrew,5,Grade variance across modules,-0.0252,-
STU0369,withdrew,1,Lecture materials accessed (last 4w),-0.0675,-
STU0369,withdrew,2,Recent attendance (4-week avg),-0.05,-
STU0369,withdrew,3,Past interventions that improved engagement,0.046,+
STU0369,withdrew,4,VLE logins last week,-0.0328,-
STU0369,withdrew,5,Unexcused absences (12-week count),-0.0285,-
STU0370,withdrew,1,Lecture materials accessed (last 4w),-0.1035,-
STU0370,withdrew,2,Grade variance across modules,0.0251,+
STU0370,withdrew,3,Weeks with no VLE activity,-0.0241,-
STU0370,withdrew,4,Weeks since last VLE login,-0.0191,-
STU0370,withdrew,5,Excused absences (12-week count),-0.0188,-
STU0371,withdrew,1,Lecture materials accessed (last 4w),-0.0719,-
STU0371,withdrew,2,Recent attendance (4-week avg),-0.0546,-
STU0371,withdrew,3,Past interventions received,-0.0326,-
STU0371,withdrew,4,Most recent assessment grade,-0.0279,-
STU0371,withdrew,5,VLE login volatility,-0.0253,-
STU0372,withdrew,1,Lecture materials accessed (last 4w),-0.0746,-
STU0372,withdrew,2,Past interventions received,0.0733,+
STU0372,withdrew,3,Recent attendance (4-week avg),0.0619,+
STU0372,withdrew,4,Most recent assessment grade,-0.0254,-
STU0372,withdrew,5,Unexcused absences (12-week count),-0.025,-
STU0373,withdrew,1,Lecture materials accessed (last 4w),-0.0677,-
STU0373,withdrew,2,Recent attendance (4-week avg),-0.0524,-
STU0373,withdrew,3,VLE logins last week,-0.0429,-
STU0373,withdrew,4,Most recent assessment grade,-0.0279,-
STU0373,withdrew,5,Past interventions received,-0.0275,-
STU0374,withdrew,1,Lecture materials accessed (last 4w),-0.0844,-
STU0374,withdrew,2,Recent attendance (4-week avg),-0.0544,-
STU0374,withdrew,3,Past interventions received,-0.0305,-
STU0374,withdrew,4,Weeks with no VLE activity,-0.0236,-
STU0374,withdrew,5,Unexcused absences (12-week count),-0.0222,-
STU0375,withdrew,1,Lecture materials accessed (last 4w),-0.0748,-
STU0375,withdrew,2,Recent attendance (4-week avg),-0.0482,-
STU0375,withdrew,3,Unexcused absences (12-week count),-0.0268,-
STU0375,withdrew,4,Most recent assessment grade,-0.0265,-
STU0375,withdrew,5,VLE login volatility,-0.0238,-
STU0376,withdrew,1,Lecture materials accessed (last 4w),-0.0681,-
STU0376,withdrew,2,Recent attendance (4-week avg),-0.0493,-
STU0376,withdrew,3,VLE logins last week,-0.0429,-
STU0376,withdrew,4,Past interventions received,-0.0304,-
STU0376,withdrew,5,Most recent assessment grade,-0.0289,-
STU0377,withdrew,1,Recent attendance (4-week avg),0.0773,+
STU0377,withdrew,2,Lecture materials accessed (last 4w),-0.0715,-
STU0377,withdrew,3,Past interventions received,-0.0327,-
STU0377,withdrew,4,VLE logins last week,-0.0257,-
STU0377,withdrew,5,Weeks with no VLE activity,-0.025,-
STU0378,withdrew,1,Lecture materials accessed (last 4w),-0.0881,-
STU0378,withdrew,2,Recent attendance (4-week avg),-0.0639,-
STU0378,withdrew,3,Past interventions received,-0.0317,-
STU0378,withdrew,4,Unexcused absences (12-week count),-0.0276,-
STU0378,withdrew,5,VLE logins last week,-0.0271,-
STU0379,withdrew,1,Lecture materials accessed (last 4w),0.0614,+
STU0379,withdrew,2,Recent attendance (4-week avg),0.0605,+
STU0379,withdrew,3,VLE logins last week,0.0404,+
STU0379,withdrew,4,Most recent assessment grade,0.0373,+
STU0379,withdrew,5,Weeks since last VLE login,0.0276,+
STU0380,withdrew,1,Lecture materials accessed (last 4w),-0.0747,-
STU0380,withdrew,2,Recent attendance (4-week avg),-0.0668,-
STU0380,withdrew,3,Past interventions received,-0.0365,-
STU0380,withdrew,4,Unexcused absences (12-week count),-0.0332,-
STU0380,withdrew,5,Most recent assessment grade,-0.0325,-
STU0381,withdrew,1,Lecture materials accessed (last 4w),-0.0669,-
STU0381,withdrew,2,Recent attendance (4-week avg),-0.0545,-
STU0381,withdrew,3,Past interventions received,-0.0334,-
STU0381,withdrew,4,VLE login volatility,-0.0282,-
STU0381,withdrew,5,Most recent assessment grade,-0.0239,-
STU0382,withdrew,1,Lecture materials accessed (last 4w),0.0593,+
STU0382,withdrew,2,Recent attendance (4-week avg),0.0578,+
STU0382,withdrew,3,Most recent assessment grade,0.0361,+
STU0382,withdrew,4,VLE logins last week,0.0353,+
STU0382,withdrew,5,Weeks with no VLE activity,0.0293,+
STU0383,withdrew,1,Lecture materials accessed (last 4w),0.0758,+
STU0383,withdrew,2,Recent attendance (4-week avg),-0.0423,-
STU0383,withdrew,3,Past interventions that improved engagement,0.0397,+
STU0383,withdrew,4,VLE login volatility,0.0232,+
STU0383,withdrew,5,Unexcused absences (12-week count),0.0219,+
STU0384,withdrew,1,Past interventions received,0.0746,+
STU0384,withdrew,2,Lecture materials accessed (last 4w),-0.0645,-
STU0384,withdrew,3,Past interventions that improved engagement,0.047,+
STU0384,withdrew,4,Recent attendance (4-week avg),-0.0451,-
STU0384,withdrew,5,VLE logins last week,-0.0444,-
STU0385,withdrew,1,Lecture materials accessed (last 4w),0.0598,+
STU0385,withdrew,2,VLE logins last week,0.0347,+
STU0385,withdrew,3,Recent attendance (4-week avg),-0.0335,-
STU0385,withdrew,4,Weeks with no VLE activity,0.0257,+
STU0385,withdrew,5,Past interventions received,-0.0254,-
STU0386,withdrew,1,Lecture materials accessed (last 4w),-0.073,-
STU0386,withdrew,2,Recent attendance (4-week avg),-0.0584,-
STU0386,withdrew,3,VLE logins last week,-0.0382,-
STU0386,withdrew,4,Past interventions received,-0.0283,-
STU0386,withdrew,5,Most recent assessment grade,-0.0278,-
STU0387,withdrew,1,Lecture materials accessed (last 4w),0.0613,+
STU0387,withdrew,2,Recent attendance (4-week avg),0.0588,+
STU0387,withdrew,3,VLE logins last week,0.0366,+
STU0387,withdrew,4,Past interventions received,0.0329,+
STU0387,withdrew,5,Weeks with no VLE activity,0.0265,+
STU0388,withdrew,1,Lecture materials accessed (last 4w),-0.073,-
STU0388,withdrew,2,Recent attendance (4-week avg),-0.0621,-
STU0388,withdrew,3,Past interventions received,-0.0304,-
STU0388,withdrew,4,Unexcused absences (12-week count),-0.0292,-
STU0388,withdrew,5,VLE login volatility,-0.029,-
STU0389,withdrew,1,Lecture materials accessed (last 4w),-0.0539,-
STU0389,withdrew,2,Recent attendance (4-week avg),-0.0457,-
STU0389,withdrew,3,Most recent assessment grade,0.0266,+
STU0389,withdrew,4,Unexcused absences (12-week count),-0.0248,-
STU0389,withdrew,5,Weeks with no VLE activity,-0.0242,-
STU0390,withdrew,1,Lecture materials accessed (last 4w),-0.0681,-
STU0390,withdrew,2,Recent attendance (4-week avg),-0.0511,-
STU0390,withdrew,3,VLE logins last week,-0.0491,-
STU0390,withdrew,4,VLE hours last week,-0.0324,-
STU0390,withdrew,5,Most recent assessment grade,-0.0301,-
STU0391,withdrew,1,Lecture materials accessed (last 4w),0.0695,+
STU0391,withdrew,2,Recent attendance (4-week avg),0.0637,+
STU0391,withdrew,3,VLE logins last week,0.0352,+
STU0391,withdrew,4,Weeks with no VLE activity,0.0262,+
STU0391,withdrew,5,Weeks since last VLE login,0.0239,+
STU0392,withdrew,1,Lecture materials accessed (last 4w),-0.0693,-
STU0392,withdrew,2,Recent attendance (4-week avg),-0.0582,-
STU0392,withdrew,3,Most recent assessment grade,-0.0299,-
STU0392,withdrew,4,Past interventions received,-0.0288,-
STU0392,withdrew,5,VLE logins last week,-0.0263,-
STU0393,withdrew,1,Lecture materials accessed (last 4w),-0.0797,-
STU0393,withdrew,2,VLE hours last week,-0.0309,-
STU0393,withdrew,3,Past interventions received,-0.03,-
STU0393,withdrew,4,VLE logins last week,-0.0288,-
STU0393,withdrew,5,VLE login volatility,-0.0259,-
STU0394,withdrew,1,Recent attendance (4-week avg),-0.0436,-
STU0394,withdrew,2,Lecture materials accessed (last 4w),-0.0422,-
STU0394,withdrew,3,Past interventions received,-0.0355,-
STU0394,withdrew,4,VLE login volatility,-0.0277,-
STU0394,withdrew,5,VLE logins last week,-0.0276,-
STU0395,withdrew,1,Lecture materials accessed (last 4w),0.0628,+
STU0395,withdrew,2,Recent attendance (4-week avg),0.0589,+
STU0395,withdrew,3,Most recent assessment grade,0.0383,+
STU0395,withdrew,4,VLE logins last week,0.037,+
STU0395,withdrew,5,Past interventions received,0.0316,+
STU0396,withdrew,1,Recent attendance (4-week avg),-0.0658,-
STU0396,withdrew,2,Lecture materials accessed (last 4w),0.0644,+
STU0396,withdrew,3,VLE login trend,-0.0312,-
STU0396,withdrew,4,Past interventions received,-0.0293,-
STU0396,withdrew,5,Weeks with no VLE activity,0.0271,+
STU0397,withdrew,1,Lecture materials accessed (last 4w),-0.0898,-
STU0397,withdrew,2,Past interventions received,0.082,+
STU0397,withdrew,3,Recent attendance (4-week avg),-0.0431,-
STU0397,withdrew,4,Unexcused absences (12-week count),-0.0246,-
STU0397,withdrew,5,Weeks with no VLE activity,-0.0243,-
STU0398,withdrew,1,Lecture materials accessed (last 4w),-0.0883,-
STU0398,withdrew,2,Recent attendance (4-week avg),-0.0538,-
STU0398,withdrew,3,Past interventions that improved engagement,0.0387,+
STU0398,withdrew,4,Weeks with no VLE activity,-0.0259,-
STU0398,withdrew,5,Unexcused absences (12-week count),-0.0223,-
STU0399,withdrew,1,Lecture materials accessed (last 4w),-0.0498,-
STU0399,withdrew,2,Recent attendance (4-week avg),-0.043,-
STU0399,withdrew,3,Past interventions that improved engagement,0.0334,+
STU0399,withdrew,4,Most recent assessment grade,0.0324,+
STU0399,withdrew,5,Grade variance across modules,0.0253,+
STU0400,withdrew,1,Lecture materials accessed (last 4w),-0.0763,-
STU0400,withdrew,2,Recent attendance (4-week avg),-0.0607,-
STU0400,withdrew,3,VLE logins last week,-0.0516,-
STU0400,withdrew,4,Past interventions received,-0.0315,-
STU0400,withdrew,5,VLE hours last week,-0.0286,-
STU0401,withdrew,1,Lecture materials accessed (last 4w),-0.0809,-
STU0401,withdrew,2,Recent attendance (4-week avg),-0.06,-
STU0401,withdrew,3,VLE login volatility,-0.0302,-
STU0401,withdrew,4,Past interventions received,-0.0281,-
STU0401,withdrew,5,VLE logins last week,-0.0248,-
STU0402,withdrew,1,Lecture materials accessed (last 4w),-0.072,-
STU0402,withdrew,2,Recent attendance (4-week avg),-0.0533,-
STU0402,withdrew,3,VLE logins last week,-0.0434,-
STU0402,withdrew,4,Most recent assessment grade,-0.026,-
STU0402,withdrew,5,Unexcused absences (12-week count),-0.0252,-
STU0403,withdrew,1,Past interventions received,0.0537,+
STU0403,withdrew,2,Lecture materials accessed (last 4w),-0.0519,-
STU0403,withdrew,3,On-time submissions,-0.0277,-
STU0403,withdrew,4,Grade variance across modules,-0.0254,-
STU0403,withdrew,5,Unexcused absences (12-week count),0.0211,+
STU0404,withdrew,1,Lecture materials accessed (last 4w),-0.0661,-
STU0404,withdrew,2,Recent attendance (4-week avg),-0.0478,-
STU0404,withdrew,3,Past interventions received,-0.0311,-
STU0404,withdrew,4,VLE login volatility,-0.0284,-
STU0404,withdrew,5,Most recent assessment grade,-0.0273,-
STU0405,withdrew,1,Lecture materials accessed (last 4w),-0.0482,-
STU0405,withdrew,2,Most recent assessment grade,-0.0335,-
STU0405,withdrew,3,Recent attendance (4-week avg),-0.0335,-
STU0405,withdrew,4,Past interventions received,-0.0329,-
STU0405,withdrew,5,VLE login volatility,-0.0276,-
STU0406,withdrew,1,Lecture materials accessed (last 4w),-0.0679,-
STU0406,withdrew,2,Recent attendance (4-week avg),-0.0563,-
STU0406,withdrew,3,VLE logins last week,-0.0514,-
STU0406,withdrew,4,Past interventions received,-0.0318,-
STU0406,withdrew,5,VLE hours last week,-0.0307,-
STU0407,withdrew,1,Recent attendance (4-week avg),-0.06,-
STU0407,withdrew,2,Lecture materials accessed (last 4w),-0.0517,-
STU0407,withdrew,3,Past interventions received,-0.0313,-
STU0407,withdrew,4,VLE login volatility,0.0288,+
STU0407,withdrew,5,Previous semester GPA,-0.0251,-
STU0408,withdrew,1,Lecture materials accessed (last 4w),0.0667,+
STU0408,withdrew,2,Recent attendance (4-week avg),0.0572,+
STU0408,withdrew,3,Most recent assessment grade,0.0401,+
STU0408,withdrew,4,VLE logins last week,0.0366,+
STU0408,withdrew,5,Weeks with no VLE activity,0.032,+
STU0409,withdrew,1,Lecture materials accessed (last 4w),-0.0693,-
STU0409,withdrew,2,Recent attendance (4-week avg),-0.057,-
STU0409,withdrew,3,VLE logins last week,-0.0508,-
STU0409,withdrew,4,Past interventions received,-0.0317,-
STU0409,withdrew,5,VLE hours last week,-0.0304,-
STU0410,withdrew,1,Lecture materials accessed (last 4w),-0.069,-
STU0410,withdrew,2,Recent attendance (4-week avg),-0.0577,-
STU0410,withdrew,3,VLE login volatility,0.0284,+
STU0410,withdrew,4,Most recent assessment grade,-0.0278,-
STU0410,withdrew,5,Unexcused absences (12-week count),-0.0263,-
STU0411,withdrew,1,Lecture materials accessed (last 4w),-0.0687,-
STU0411,withdrew,2,Recent attendance (4-week avg),-0.0556,-
STU0411,withdrew,3,VLE logins last week,-0.0423,-
STU0411,withdrew,4,Most recent assessment grade,-0.0289,-
STU0411,withdrew,5,Past interventions received,-0.0256,-
STU0412,withdrew,1,Lecture materials accessed (last 4w),-0.0692,-
STU0412,withdrew,2,Recent attendance (4-week avg),-0.0523,-
STU0412,withdrew,3,VLE logins last week,-0.0462,-
STU0412,withdrew,4,Most recent assessment grade,-0.0292,-
STU0412,withdrew,5,Unexcused absences (12-week count),-0.0267,-
STU0413,withdrew,1,Lecture materials accessed (last 4w),-0.0642,-
STU0413,withdrew,2,Recent attendance (4-week avg),-0.0527,-
STU0413,withdrew,3,VLE logins last week,-0.0411,-
STU0413,withdrew,4,Past interventions received,-0.0283,-
STU0413,withdrew,5,Most recent assessment grade,-0.0255,-
STU0414,withdrew,1,Recent attendance (4-week avg),0.0611,+
STU0414,withdrew,2,Lecture materials accessed (last 4w),-0.0484,-
STU0414,withdrew,3,On-time submissions,-0.0264,-
STU0414,withdrew,4,Unexcused absences (12-week count),-0.0215,-
STU0414,withdrew,5,Weeks with no VLE activity,-0.0211,-
STU0415,withdrew,1,Lecture materials accessed (last 4w),-0.0779,-
STU0415,withdrew,2,Recent attendance (4-week avg),-0.0514,-
STU0415,withdrew,3,VLE logins last week,-0.0411,-
STU0415,withdrew,4,Weeks with no VLE activity,-0.0252,-
STU0415,withdrew,5,Most recent assessment grade,-0.0244,-
STU0416,withdrew,1,Lecture materials accessed (last 4w),-0.0652,-
STU0416,withdrew,2,Recent attendance (4-week avg),-0.0527,-
STU0416,withdrew,3,VLE logins last week,-0.0458,-
STU0416,withdrew,4,Past interventions received,-0.0276,-
STU0416,withdrew,5,Most recent assessment grade,-0.0271,-
STU0417,withdrew,1,Lecture materials accessed (last 4w),-0.0607,-
STU0417,withdrew,2,Recent attendance (4-week avg),-0.0517,-
STU0417,withdrew,3,VLE logins last week,-0.0474,-
STU0417,withdrew,4,Past interventions received,-0.0335,-
STU0417,withdrew,5,Grade variance across modules,0.0309,+
STU0418,withdrew,1,Lecture materials accessed (last 4w),-0.0518,-
STU0418,withdrew,2,Past interventions that improved engagement,0.0402,+
STU0418,withdrew,3,Most recent assessment grade,-0.028,-
STU0418,withdrew,4,Weeks with no VLE activity,0.0269,+
STU0418,withdrew,5,Unexcused absences (12-week count),0.0225,+
STU0419,withdrew,1,Lecture materials accessed (last 4w),0.0707,+
STU0419,withdrew,2,Recent attendance (4-week avg),0.0488,+
STU0419,withdrew,3,VLE logins last week,0.0399,+
STU0419,withdrew,4,Most recent assessment grade,0.0366,+
STU0419,withdrew,5,Weeks with no VLE activity,0.0325,+
STU0420,withdrew,1,Recent attendance (4-week avg),0.0599,+
STU0420,withdrew,2,Lecture materials accessed (last 4w),0.0578,+
STU0420,withdrew,3,VLE logins last week,0.0382,+
STU0420,withdrew,4,Past interventions received,0.0322,+
STU0420,withdrew,5,Weeks with no VLE activity,0.0283,+
STU0421,withdrew,1,Lecture materials accessed (last 4w),-0.0682,-
STU0421,withdrew,2,Recent attendance (4-week avg),-0.0515,-
STU0421,withdrew,3,VLE logins last week,-0.0427,-
STU0421,withdrew,4,Past interventions received,-0.0311,-
STU0421,withdrew,5,Most recent assessment grade,-0.0285,-
STU0422,withdrew,1,Lecture materials accessed (last 4w),-0.0723,-
STU0422,withdrew,2,Recent attendance (4-week avg),-0.0552,-
STU0422,withdrew,3,VLE logins last week,-0.0457,-
STU0422,withdrew,4,Most recent assessment grade,-0.031,-
STU0422,withdrew,5,Past interventions received,-0.029,-
STU0423,withdrew,1,Lecture materials accessed (last 4w),-0.078,-
STU0423,withdrew,2,Recent attendance (4-week avg),-0.0544,-
STU0423,withdrew,3,Most recent assessment grade,-0.0285,-
STU0423,withdrew,4,Unexcused absences (12-week count),-0.0271,-
STU0423,withdrew,5,VLE login volatility,-0.0259,-
STU0424,withdrew,1,Recent attendance (4-week avg),-0.0525,-
STU0424,withdrew,2,VLE logins last week,-0.0479,-
STU0424,withdrew,3,Lecture materials accessed (last 4w),-0.0391,-
STU0424,withdrew,4,VLE hours last week,-0.0333,-
STU0424,withdrew,5,Most recent assessment grade,-0.0247,-
STU0425,withdrew,1,Lecture materials accessed (last 4w),0.0673,+
STU0425,withdrew,2,Recent attendance (4-week avg),0.0625,+
STU0425,withdrew,3,Past interventions received,0.0483,+
STU0425,withdrew,4,Past interventions that improved engagement,0.0343,+
STU0425,withdrew,5,Unexcused absences (12-week count),0.0248,+
STU0426,withdrew,1,Lecture materials accessed (last 4w),-0.064,-
STU0426,withdrew,2,Recent attendance (4-week avg),-0.0468,-
STU0426,withdrew,3,VLE logins last week,-0.0366,-
STU0426,withdrew,4,Past interventions received,-0.0317,-
STU0426,withdrew,5,VLE hours last week,-0.0296,-
STU0427,withdrew,1,Past interventions received,0.077,+
STU0427,withdrew,2,Lecture materials accessed (last 4w),-0.074,-
STU0427,withdrew,3,Past interventions that improved engagement,0.0474,+
STU0427,withdrew,4,Recent attendance (4-week avg),-0.0414,-
STU0427,withdrew,5,Most recent assessment grade,-0.0309,-
STU0428,withdrew,1,Lecture materials accessed (last 4w),-0.079,-
STU0428,withdrew,2,Recent attendance (4-week avg),-0.061,-
STU0428,withdrew,3,Past interventions received,-0.0385,-
STU0428,withdrew,4,Most recent assessment grade,-0.0316,-
STU0428,withdrew,5,VLE login volatility,-0.03,-
STU0429,withdrew,1,Lecture materials accessed (last 4w),-0.0704,-
STU0429,withdrew,2,Recent attendance (4-week avg),-0.0601,-
STU0429,withdrew,3,Past interventions received,-0.0314,-
STU0429,withdrew,4,Most recent assessment grade,-0.0291,-
STU0429,withdrew,5,Unexcused absences (12-week count),-0.0278,-
STU0430,withdrew,1,Lecture materials accessed (last 4w),-0.0696,-
STU0430,withdrew,2,Recent attendance (4-week avg),-0.057,-
STU0430,withdrew,3,VLE logins last week,-0.0382,-
STU0430,withdrew,4,Past interventions received,-0.0353,-
STU0430,withdrew,5,Unexcused absences (12-week count),-0.0278,-
STU0431,withdrew,1,Lecture materials accessed (last 4w),-0.0709,-
STU0431,withdrew,2,Recent attendance (4-week avg),-0.0559,-
STU0431,withdrew,3,Past interventions received,-0.0352,-
STU0431,withdrew,4,Most recent assessment grade,-0.0291,-
STU0431,withdrew,5,VLE login volatility,-0.0237,-
STU0432,withdrew,1,Lecture materials accessed (last 4w),-0.0684,-
STU0432,withdrew,2,Recent attendance (4-week avg),-0.0577,-
STU0432,withdrew,3,VLE logins last week,-0.0373,-
STU0432,withdrew,4,Most recent assessment grade,-0.0303,-
STU0432,withdrew,5,Past interventions received,-0.0298,-
STU0433,withdrew,1,Recent attendance (4-week avg),0.0694,+
STU0433,withdrew,2,Lecture materials accessed (last 4w),0.064,+
STU0433,withdrew,3,VLE logins last week,0.0444,+
STU0433,withdrew,4,Most recent assessment grade,0.04,+
STU0433,withdrew,5,Weeks since last VLE login,0.0336,+
STU0434,withdrew,1,Lecture materials accessed (last 4w),-0.0715,-
STU0434,withdrew,2,Recent attendance (4-week avg),-0.0614,-
STU0434,withdrew,3,Past interventions received,-0.0317,-
STU0434,withdrew,4,Most recent assessment grade,-0.0281,-
STU0434,withdrew,5,VLE login volatility,-0.0255,-
STU0435,withdrew,1,Lecture materials accessed (last 4w),-0.0747,-
STU0435,withdrew,2,Recent attendance (4-week avg),-0.0532,-
STU0435,withdrew,3,VLE logins last week,-0.0366,-
STU0435,withdrew,4,Past interventions received,-0.0315,-
STU0435,withdrew,5,Most recent assessment grade,-0.0303,-
STU0436,withdrew,1,Lecture materials accessed (last 4w),-0.0723,-
STU0436,withdrew,2,Recent attendance (4-week avg),-0.0369,-
STU0436,withdrew,3,VLE hours last week,-0.0302,-
STU0436,withdrew,4,Most recent assessment grade,-0.0299,-
STU0436,withdrew,5,VLE logins last week,-0.0268,-
STU0437,withdrew,1,Lecture materials accessed (last 4w),-0.0923,-
STU0437,withdrew,2,Recent attendance (4-week avg),-0.0518,-
STU0437,withdrew,3,Past interventions received,-0.0324,-
STU0437,withdrew,4,Weeks with no VLE activity,-0.0261,-
STU0437,withdrew,5,Weeks since last VLE login,-0.0198,-
STU0438,withdrew,1,Lecture materials accessed (last 4w),-0.0824,-
STU0438,withdrew,2,Recent attendance (4-week avg),-0.0434,-
STU0438,withdrew,3,Unexcused absences (12-week count),0.029,+
STU0438,withdrew,4,Most recent assessment grade,-0.0285,-
STU0438,withdrew,5,Weeks with no VLE activity,-0.0215,-
STU0439,withdrew,1,Lecture materials accessed (last 4w),-0.0662,-
STU0439,withdrew,2,Recent attendance (4-week avg),-0.0569,-
STU0439,withdrew,3,VLE logins last week,-0.0508,-
STU0439,withdrew,4,Past interventions received,-0.0333,-
STU0439,withdrew,5,Most recent assessment grade,-0.0297,-
STU0440,withdrew,1,Past interventions received,0.0918,+
STU0440,withdrew,2,Past interventions that improved engagement,0.0638,+
STU0440,withdrew,3,Lecture materials accessed (last 4w),-0.0566,-
STU0440,withdrew,4,Recent attendance (4-week avg),-0.0456,-
STU0440,withdrew,5,On-time submissions,0.0226,+
STU0441,withdrew,1,Lecture materials accessed (last 4w),-0.0649,-
STU0441,withdrew,2,Recent attendance (4-week avg),-0.0546,-
STU0441,withdrew,3,VLE logins last week,-0.0481,-
STU0441,withdrew,4,Past interventions received,-0.0286,-
STU0441,withdrew,5,Most recent assessment grade,-0.0276,-
STU0442,withdrew,1,Lecture materials accessed (last 4w),-0.0668,-
STU0442,withdrew,2,Recent attendance (4-week avg),-0.0541,-
STU0442,withdrew,3,VLE logins last week,-0.0444,-
STU0442,withdrew,4,Past interventions received,-0.0281,-
STU0442,withdrew,5,Most recent assessment grade,-0.0277,-
STU0443,withdrew,1,Lecture materials accessed (last 4w),-0.074,-
STU0443,withdrew,2,Recent attendance (4-week avg),-0.0596,-
STU0443,withdrew,3,Most recent assessment grade,-0.0291,-
STU0443,withdrew,4,Past interventions received,-0.0289,-
STU0443,withdrew,5,VLE login volatility,-0.0288,-
STU0444,withdrew,1,Lecture materials accessed (last 4w),-0.072,-
STU0444,withdrew,2,Recent attendance (4-week avg),-0.0575,-
STU0444,withdrew,3,Most recent assessment grade,-0.0285,-
STU0444,withdrew,4,Unexcused absences (12-week count),-0.0259,-
STU0444,withdrew,5,VLE logins last week,-0.0254,-
STU0445,withdrew,1,Lecture materials accessed (last 4w),-0.0727,-
STU0445,withdrew,2,Recent attendance (4-week avg),-0.058,-
STU0445,withdrew,3,Past interventions received,-0.0352,-
STU0445,withdrew,4,Most recent assessment grade,-0.032,-
STU0445,withdrew,5,Unexcused absences (12-week count),-0.0277,-
STU0446,withdrew,1,Lecture materials accessed (last 4w),-0.0653,-
STU0446,withdrew,2,Recent attendance (4-week avg),-0.0551,-
STU0446,withdrew,3,VLE logins last week,-0.0461,-
STU0446,withdrew,4,Past interventions received,-0.0292,-
STU0446,withdrew,5,VLE hours last week,-0.028,-
STU0447,withdrew,1,Recent attendance (4-week avg),0.0686,+
STU0447,withdrew,2,Lecture materials accessed (last 4w),0.0634,+
STU0447,withdrew,3,VLE logins last week,0.0379,+
STU0447,withdrew,4,Most recent assessment grade,-0.0296,-
STU0447,withdrew,5,VLE login volatility,0.0259,+
STU0448,withdrew,1,Lecture materials accessed (last 4w),-0.0664,-
STU0448,withdrew,2,Recent attendance (4-week avg),-0.0569,-
STU0448,withdrew,3,VLE logins last week,-0.0446,-
STU0448,withdrew,4,Past interventions received,-0.0297,-
STU0448,withdrew,5,Most recent assessment grade,-0.0289,-
STU0449,withdrew,1,Lecture materials accessed (last 4w),-0.0629,-
STU0449,withdrew,2,Recent attendance (4-week avg),-0.0538,-
STU0449,withdrew,3,VLE logins last week,-0.0424,-
STU0449,withdrew,4,Past interventions received,-0.0297,-
STU0449,withdrew,5,VLE login volatility,-0.0274,-
STU0450,withdrew,1,Lecture materials accessed (last 4w),0.0691,+
STU0450,withdrew,2,Recent attendance (4-week avg),-0.0581,-
STU0450,withdrew,3,Past interventions received,-0.0316,-
STU0450,withdrew,4,On-time submissions,-0.0282,-
STU0450,withdrew,5,Weeks with no VLE activity,0.0227,+
STU0451,withdrew,1,Lecture materials accessed (last 4w),0.0762,+
STU0451,withdrew,2,Recent attendance (4-week avg),0.0677,+
STU0451,withdrew,3,Weeks with no VLE activity,0.0319,+
STU0451,withdrew,4,Unexcused absences (12-week count),0.0283,+
STU0451,withdrew,5,Most recent assessment grade,0.0258,+
STU0452,withdrew,1,Lecture materials accessed (last 4w),-0.0719,-
STU0452,withdrew,2,Recent attendance (4-week avg),-0.0552,-
STU0452,withdrew,3,VLE logins last week,-0.0349,-
STU0452,withdrew,4,Past interventions received,-0.0344,-
STU0452,withdrew,5,Most recent assessment grade,-0.0299,-
STU0453,withdrew,1,Lecture materials accessed (last 4w),0.0684,+
STU0453,withdrew,2,Most recent assessment grade,-0.0325,-
STU0453,withdrew,3,VLE login trend,-0.0302,-
STU0453,withdrew,4,Recent attendance (4-week avg),-0.0297,-
STU0453,withdrew,5,Past interventions received,-0.0291,-
STU0454,withdrew,1,Lecture materials accessed (last 4w),-0.0907,-
STU0454,withdrew,2,Recent attendance (4-week avg),-0.0656,-
STU0454,withdrew,3,Past interventions received,-0.0327,-
STU0454,withdrew,4,VLE logins last week,-0.0303,-
STU0454,withdrew,5,Weeks with no VLE activity,-0.0274,-
STU0455,withdrew,1,Lecture materials accessed (last 4w),-0.0757,-
STU0455,withdrew,2,Past interventions that improved engagement,0.0539,+
STU0455,withdrew,3,Recent attendance (4-week avg),-0.0507,-
